id,title,timestamp,previous,user_action,next,section,confidence,notes,free_premium
161,Sensitive Intimacy Content State,03:42,160,Next observed action in recording,162,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
162,Sensitive Intimacy Content State,03:43,161,Next observed action in recording,163,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
163,Sensitive Intimacy Content State,03:44,162,Next observed action in recording,164,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
164,Sensitive Intimacy Content State,03:45,163,Next observed action in recording,165,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
165,Sensitive Intimacy Content State,03:46,164,Next observed action in recording,166,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
166,Sensitive Intimacy Content State,03:47,165,Next observed action in recording,167,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
167,Sensitive Intimacy Content State,03:48,166,Next observed action in recording,168,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
168,Sensitive Intimacy Content State,03:49,167,Next observed action in recording,169,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
169,Sensitive Intimacy Content State,03:50,168,Next observed action in recording,170,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
170,Sensitive Intimacy Content State,03:51,169,Next observed action in recording,171,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
171,Sensitive Intimacy Content State,03:52,170,Next observed action in recording,172,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
172,Sensitive Intimacy Content State,03:53,171,Next observed action in recording,173,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
173,Sensitive Intimacy Content State,03:54,172,Next observed action in recording,174,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
174,Sensitive Intimacy Content State,03:55,173,Next observed action in recording,175,Sensitive and intimacy content,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
175,Premium Discovery Upsell State,03:56,174,Next observed action in recording,176,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
176,Premium Discovery Upsell State,03:57,175,Next observed action in recording,177,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
177,Premium Discovery Upsell State,03:58,176,Next observed action in recording,178,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
178,Premium Discovery Upsell State,04:00,177,Next observed action in recording,179,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
179,Premium Discovery Upsell State,04:01,178,Next observed action in recording,180,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
180,Premium Discovery Upsell State,04:02,179,Next observed action in recording,181,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
181,Premium Discovery Upsell State,04:03,180,Next observed action in recording,182,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
182,Premium Discovery Upsell State,04:04,181,Next observed action in recording,183,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
183,Premium Discovery Upsell State,04:05,182,Next observed action in recording,184,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
184,Premium Discovery Upsell State,04:06,183,Next observed action in recording,185,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
185,Premium Discovery Upsell State,04:07,184,Next observed action in recording,186,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
186,Premium Discovery Upsell State,04:08,185,Next observed action in recording,187,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
187,Premium Discovery Upsell State,04:09,186,Next observed action in recording,188,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
188,Premium Discovery Upsell State,04:11,187,Next observed action in recording,189,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
189,Premium Discovery Upsell State,04:12,188,Next observed action in recording,190,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
190,Premium Discovery Upsell State,04:13,189,Next observed action in recording,191,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
191,Premium Discovery Upsell State,04:14,190,Next observed action in recording,192,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
192,Premium Discovery Upsell State,04:15,191,Next observed action in recording,193,Premium discovery and upsell,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Premium visible
193,Settings Account Areas State,04:16,192,Next observed action in recording,194,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
194,Settings Account Areas State,04:17,193,Next observed action in recording,195,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
195,Settings Account Areas State,04:18,194,Next observed action in recording,196,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
196,Settings Account Areas State,04:19,195,Next observed action in recording,197,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
197,Settings Account Areas State,04:20,196,Next observed action in recording,198,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
198,Settings Account Areas State,04:21,197,Next observed action in recording,199,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
199,Settings Account Areas State,04:22,198,Next observed action in recording,200,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
200,Settings Account Areas State,04:23,199,Next observed action in recording,201,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
201,Settings Account Areas State,04:24,200,Next observed action in recording,202,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
202,Settings Account Areas State,04:25,201,Next observed action in recording,203,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
203,Settings Account Areas State,04:26,202,Next observed action in recording,204,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
204,Settings Account Areas State,04:27,203,Next observed action in recording,205,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
205,Settings Account Areas State,04:28,204,Next observed action in recording,206,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
206,Settings Account Areas State,04:29,205,Next observed action in recording,207,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
207,Settings Account Areas State,04:30,206,Next observed action in recording,208,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
208,Settings Account Areas State,04:31,207,Next observed action in recording,209,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
209,Settings Account Areas State,04:32,208,Next observed action in recording,210,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
210,Settings Account Areas State,04:33,209,Next observed action in recording,211,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
211,Settings Account Areas State,04:35,210,Next observed action in recording,212,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
212,Settings Account Areas State,04:36,211,Next observed action in recording,213,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
213,Settings Account Areas State,04:37,212,Next observed action in recording,214,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
214,Settings Account Areas State,04:38,213,Next observed action in recording,215,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
215,Settings Account Areas State,04:39,214,Next observed action in recording,216,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
216,Settings Account Areas State,04:40,215,Next observed action in recording,217,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
217,Settings Account Areas State,04:42,216,Next observed action in recording,218,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
218,Settings Account Areas State,04:43,217,Next observed action in recording,219,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
219,Settings Account Areas State,04:44,218,Next observed action in recording,220,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
220,Settings Account Areas State,04:45,219,Next observed action in recording,221,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
221,Settings Account Areas State,04:46,220,Next observed action in recording,222,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
222,Settings Account Areas State,04:47,221,Next observed action in recording,223,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
223,Settings Account Areas State,04:48,222,Next observed action in recording,224,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
224,Settings Account Areas State,04:49,223,Next observed action in recording,225,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
225,Settings Account Areas State,04:50,224,Next observed action in recording,226,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
226,Settings Account Areas State,04:51,225,Next observed action in recording,227,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
227,Settings Account Areas State,04:52,226,Next observed action in recording,228,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
228,Settings Account Areas State,04:53,227,Next observed action in recording,229,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
229,Settings Account Areas State,04:54,228,Next observed action in recording,230,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
230,Settings Account Areas State,04:55,229,Next observed action in recording,231,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
231,Settings Account Areas State,04:56,230,Next observed action in recording,232,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
232,Settings Account Areas State,04:57,231,Next observed action in recording,233,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
233,Settings Account Areas State,04:58,232,Next observed action in recording,234,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
234,Settings Account Areas State,04:59,233,Next observed action in recording,235,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
235,Settings Account Areas State,05:00,234,Next observed action in recording,236,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
236,Settings Account Areas State,05:01,235,Next observed action in recording,237,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
237,Settings Account Areas State,05:02,236,Next observed action in recording,,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
